status,url,slug_brand,slug_country,page_brand,page_country,title,h1,notes
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-128ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-128MA-S-ML - Hoshizaki,Bàn mát RT-128MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-128ma-s-pr-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Lạnh Salad RT-128MA-S-PR - Hoshizaki,Bàn Lạnh Salad RT-128MA-S-PR &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-156ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-156MA-S - Hoshizaki,Bàn mát RT-156MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-156ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Mát 2 Cửa Không Vách Ngăn RT-156MA-S-ML - Hoshizaki,Bàn Mát 2 Cửa Không Vách Ngăn RT-156MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-158ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Mát 2 Cửa RT-158MA-S - Hoshizaki,Bàn Mát 2 Cửa RT-158MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-158ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-158MA-S-ML - Hoshizaki,Bàn mát RT-158MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-158ma-s-pr-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Lạnh Salad RT-158MA-S-PR - Hoshizaki,Bàn Lạnh Salad RT-158MA-S-PR &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-186ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-186MA-S - Hoshizaki,Bàn mát RT-186MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-186ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Mát 3 Cửa Không Vách Ngăn RT-186MA-S-ML - Hoshizaki,Bàn Mát 3 Cửa Không Vách Ngăn RT-186MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-188ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-188MA-S - Hoshizaki,Bàn mát RT-188MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-188ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-188MA-S-ML - Hoshizaki,Bàn mát RT-188MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-188ma-s-pr-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Lạnh Salad RT-188MA-S-PR - Hoshizaki,Bàn Lạnh Salad RT-188MA-S-PR &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-96ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn mát RT-96MA-S - Hoshizaki,Bàn mát RT-96MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-mat-rt-98ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Mát 1 Cửa RT-98MA-S - Hoshizaki,Bàn Mát 1 Cửa RT-98MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-2-cua-rtwh120ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 2 Cửa RTWH120LS4-GNT - Hoshizaki,Bàn Salad 2 Cửa RTWH120LS4-GNT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-2-cua-rtwh126ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 2 Cửa RTWH126LS4-GNT - Hoshizaki,Bàn Salad 2 Cửa RTWH126LS4-GNT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-2-cua-rtwh150ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 2 Cửa RTWH150LS4-GNT - Hoshizaki,Bàn Salad 2 Cửa RTWH150LS4-GNT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-2-cua-rtwh156ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 2 Cửa RTWH156LS4-GNT - Hoshizaki,Bàn Salad 2 Cửa RTWH156LS4-GNT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-3-cua-rtwh180ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 3 Cửa RTWH180LS4-GNT - Hoshizaki,Bàn Salad 3 Cửa RTWH180LS4-GNT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/ban-salad-3-cua-rtwh186ls4-gnt-hoshizaki/,hoshizaki,,hoshizaki,,Bàn Salad 3 Cửa RTWH186LS4-GNT - Hoshizaki,Bàn Salad 3 Cửa RTWH186LS4-GNT &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/bep-au-2-hong-dung-gas-co-chan-ob2fs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-2-hong-dung-gas-co-chan-ob2sfs-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-2-hong-dung-gas-ob2-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-2-hong-dung-gas-ob2s-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-4-hong-co-lo-nuong-dro4-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-4-hong-dung-gas-co-chan-ob4fs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-4-hong-dung-gas-ob4-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-6-hong-co-lo-nuong-dro6-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-6-hong-dung-gas-co-chan-ob6fs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-au-6-hong-dung-gas-ob6-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-chien-tempura-fgf400tpc-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/bep-dien-4-hong-dang-de-ban-ce74tt-giorik-italia/,giorik,italy,giorik,italy,Bếp Điện 4 Họng Dạng Để Bàn CE74TT - Giorik-Italia,Bếp Điện 4 Họng Dạng Để Bàn CE74TT &#8211; Giorik-Italia,
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns067504-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns096020-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns096021-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns0960w-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns097520-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns097521-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns097522-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns097523-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns126022-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns126032-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns127520-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns127530-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns127532-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns156032-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns157530-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns157532-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns187533-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-co-chan-fgtns187540-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-dang-thap-fgtls0660-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-dang-thap-fgtls0675-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-dang-thap-fgtls1260-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-dang-thap-fgtls1275-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-khong-chan-fgtc30-45-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-khong-chan-fgtc45-45-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bep-gas-khong-chan-fgtc60-45-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/bo-loc-nuoc-scnp-1000l-scale-control/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/chien-nhung-dien-doi-dang-de-ban-fe7210t-giorik-italia/,giorik,italy,giorik,italy,Chiên Nhúng Điện Đôi Dạng Để Bàn FE7210T - Giorik-Italia,Chiên Nhúng Điện Đôi Dạng Để Bàn FE7210T &#8211; Giorik-Italia,
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-doi-df11d-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-doi-gas-gdf11d/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-doi-gas-gdfe2bfs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-don-df12-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-don-df13-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-don-df23s1b-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-nhung-don-gas-gdfe1bfs-17-berjaya-malaysia/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/chien-nua-nham-nua-phang-fme741tf-giorik-italia/,giorik,italy,giorik,italy,Chiên Nửa Nhám Nửa Phẳng FME741TF - Giorik-Italia,Chiên Nửa Nhám Nửa Phẳng FME741TF &#8211; Giorik-Italia,
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg1750-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg3000-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg3000fs-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg3500-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg3500fs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg5250-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-dien-eg5250fs-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/chien-phang-gas-gg2b-17-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/den-diet-con-trung-bjy-ik30a-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/den-giu-am-thuc-an-ir1000-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/he-thong-hut-khoi-cap-khi-tuoi-bambino/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/he-thong-hut-khoi-cap-khi-tuoi-boi-saigon-horeca/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/he-thong-hut-khoi-cap-khi-tuoi-mam-mam/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/he-thong-hut-khoi-cap-khi-tuoi-sol-kitchen-bar/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-bang-tai-bang-dien-fejoa9-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-bang-tai-bang-gas-fgjoa9h-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-combi-ficc201e-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-combi-ficp101e-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-combi-ficp61e-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-combi-ficpxs-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-sala-e-sala11-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-sala-gas-sala11-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/lo-nuong-sala-gas-sala22-berjaya-malaysia/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/lo-vi-song-mo-1000-sammic-spain/,sammic,spain,sammic,spain,Lò Vi Sóng MO-1000 - Sammic-Spain,Lò Vi Sóng MO-1000 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-cat-thit-gcp-300-sammic-spain/,sammic,spain,sammic,spain,Máy Cắt Thịt GCP-300 - Sammic-Spain,Máy Cắt Thịt GCP-300 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-cat-thit-gcp-350-sammic-spain/,sammic,spain,sammic,spain,Máy Cắt Thịt GCP-350 - Sammic-Spain,Máy Cắt Thịt GCP-350 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-ep-li-240-sammic-spain/,sammic,spain,sammic,spain,Máy Ép LI-240 - Sammic-Spain,Máy Ép LI-240 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-204-sammic/,sammic,,sammic,,Máy hút chân không SE-204 – Sammic,Máy hút chân không SE-204 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-208-sammic/,sammic,,sammic,,Máy hút chân không SE-208 – Sammic,Máy hút chân không SE-208 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-308-sammic/,sammic,,sammic,,Máy hút chân không SE-308 – Sammic,Máy hút chân không SE-308 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-310-sammic/,sammic,,sammic,,Máy hút chân không SE-310 – Sammic,Máy hút chân không SE-310 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-316-sammic/,sammic,,sammic,,Máy hút chân không SE-316 – Sammic,Máy hút chân không SE-316 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-416-sammic/,sammic,,sammic,,Máy hút chân không SE-416 – Sammic,Máy hút chân không SE-416 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-420-sammic/,sammic,,sammic,,Máy hút chân không SE-420 – Sammic,Máy hút chân không SE-420 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-520cc-sammic/,sammic,,sammic,,Máy hút chân không SE-520CC – Sammic,Máy hút chân không SE-520CC – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-520l-sammic/,sammic,,sammic,,Máy hút chân không SE-520L – Sammic,Máy hút chân không SE-520L – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-604-sammic/,sammic,,sammic,,Máy hút chân không SE-604 – Sammic,Máy hút chân không SE-604 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-604cc-sammic/,sammic,,sammic,,Máy hút chân không SE-604CC – Sammic,Máy hút chân không SE-604CC – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-606-sammic/,sammic,,sammic,,Máy hút chân không SE-606 – Sammic,Máy hút chân không SE-606 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-606cc-sammic/,sammic,,sammic,,Máy hút chân không SE-606CC – Sammic,Máy hút chân không SE-606CC – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-806-sammic/,sammic,,sammic,,Máy hút chân không SE-806 – Sammic,Máy hút chân không SE-806 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-806cc-sammic/,sammic,,sammic,,Máy hút chân không SE-806CC – Sammic,Máy hút chân không SE-806CC – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-806ll-sammic/,sammic,,sammic,,Máy hút chân không SE-806LL – Sammic,Máy hút chân không SE-806LL – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-810-sammic/,sammic,,sammic,,Máy hút chân không SE-810 – Sammic,Máy hút chân không SE-810 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-810cc-sammic/,sammic,,sammic,,Máy hút chân không SE-810CC – Sammic,Máy hút chân không SE-810CC – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-se-810ll-sammic/,sammic,,sammic,,Máy hút chân không SE-810LL – Sammic,Máy hút chân không SE-810LL – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-su-310-sammic/,sammic,,sammic,spain,Máy Đóng Gói Chân Không SU-310 - Sammic-Spain,Máy Đóng Gói Chân Không SU-310 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-su-316-sammic/,sammic,,sammic,,Máy hút chân không SU-316 – Sammic,Máy hút chân không SU-316 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-su-416-sammic/,sammic,,sammic,,Máy hút chân không SU-416 – Sammic,Máy hút chân không SU-416 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-su-420-sammic/,sammic,,sammic,,Máy hút chân không SU-420 – Sammic,Máy hút chân không SU-420 – Sammic,
OK,https://saigonhoreca.vn/san-pham/may-hut-chan-khong-su-520cc-sammic/,sammic,,sammic,,Máy hút chân không SU-520CC – Sammic,Máy hút chân không SU-520CC – Sammic,
